IndexTicker,Ticker,UniqueId,Weight,Exposure
CAC Index,SW FP Equity,EQ0011551300001000,0.670055,-0.000193734274567774
CAC Index,ML FP Equity,EQ0011543900003000,1.626135,-0.000470167500539907
CAC Index,CA FP Equity,EQ0011526800001000,0.650415,-0.000188055724071903
CAC Index,FP FP Equity,EQ0010149100003000,10.725931,-0.00310120879830611
CAC Index,EN FP Equity,EQ0011525600001000,0.741485,-0.000214386966111567
CAC Index,RNO FP Equity,EQ0011547600001000,1.117482,-0.000323099692730515
CAC Index,SU FP Equity,EQ0011551800001000,3.316511,-0.000958909123401874
CAC Index,LR FP Equity,EQ0000000002406852,1.447011,-0.000418377038267887
CAC Index,AI FP Equity,EQ0011523000001000,3.977276,-0.00114995736262817
CAC Index,SAN FP Equity,EQ0081556100001000,6.745175,-0.00195024525666951
CAC Index,UG FP Equity,EQ0011546900001000,0.994817,-0.000287633328342732
CAC Index,MC FP Equity,EQ0011542800001000,6.876999,-0.00198835978012
CAC Index,CS FP Equity,EQ0011523900001000,3.524466,-0.00101903554745325
CAC Index,SAF FP Equity,EQ0011551900001000,3.001884,-0.000867940421423029
CAC Index,SGO FP Equity,EQ0011530400001000,1.761588,-0.000509331283651784
CAC Index,ACA FP Equity,EQ0736532300001000,1.12575,-0.000325490235271241
CAC Index,PUB FP Equity,EQ0011547100001000,1.056529,-0.000305476236092285
CAC Index,GLE FP Equity,EQ0011551000001000,2.270296,-0.000656414993715619
CAC Index,BNP FP Equity,EQ0011524500001000,5.168121,-0.0014942686388632
CAC Index,SOLB BB Equity,EQ0011575300001000,0.693136,-0.000200407727928019
CAC Index,STM IM Equity,EQ0015391600001005,1.053324,-0.000304549568356069
CAC Index,EI FP Equity,EQ0011535900001000,2.169472,-0.000627263559133352
CAC Index,ENGI FP Equity,EQ0015607000001000,1.935564,-0.000559633294907879
CAC Index,BN FP Equity,EQ0011525900001000,3.464153,-0.00100159713523036
CAC Index,OR FP Equity,EQ0011541400001000,4.608035,-0.00133232991009382
CAC Index,RMS FP Equity,EQ0013568800001000,1.434564,-0.000414778213521344
CAC Index,VIV FP Equity,EQ0011529300001000,1.758974,-0.000508575492867863
CAC Index,AC FP Equity,EQ0011522700001000,0.734555,-0.000212383282051669
CAC Index,AIR FP Equity,EQ0087628500001000,5.036016,-0.00145607286934909
CAC Index,CAP FP Equity,EQ0011526500001000,1.600818,-0.000462847548253554
CAC Index,DG FP Equity,EQ0011550500001000,3.593922,-0.00103911749262846
CAC Index,ORA FP Equity,EQ0016209400001000,2.474843,-0.000715556056255283
CAC Index,RI FP Equity,EQ0011546100001000,2.568851,-0.000742736767814136
CAC Index,VIE FP Equity,EQ0081539400001000,0.803692,-0.000232372994151112
CAC Index,ATO FP Equity,EQ0011524000001001,0.957565,-0.000276862586842111
CAC Index,FR FP Equity,EQ0011555600001000,0.970308,-0.000280546994630751
CAC Index,FTI FP Equity,EQ0000000054217451,1.105033,-0.000319500289720174
