ABI BB Equity,ABN NA Equity,ACA FP Equity,AD NA Equity,ADM LN Equity,ADS GY Equity,AGN NA Equity,AGS BB Equity,AI FP Equity,AIBG ID Equity,AIR FP Equity,ALT FP Equity,ALV GY Equity,AMS SE Equity,ASM NA Equity,ASML NA Equity,ASRNL NA Equity,ATE FP Equity,ATO FP Equity,AV/ LN Equity,BAER SE Equity,BALN SE Equity,BAMI IM Equity,BARC LN Equity,BAS GY Equity,BAYN GY Equity,BBVA SQ Equity,BCP PL Equity,BESI NA Equity,BEZ LN Equity,BIRG ID Equity,BKIA SQ Equity,BKT SQ Equity,BMW GY Equity,BN FP Equity,BNP FP Equity,BPE IM Equity,CABK SQ Equity,CAP FP Equity,CBG LN Equity,CBK GY Equity,CMBN SE Equity,CNP FP Equity,CRH ID Equity,CS FP Equity,CSGN SE Equity,CYBG LN Equity,DAI GY Equity,DANSKE DC Equity,DBK GY Equity,DG FP Equity,DLG LN Equity,DNB NO Equity,DPW GY Equity,DSY FP Equity,DTE GY Equity,EBS AV Equity,EI FP Equity,ENEL IM Equity,ENGI FP Equity,ENI IM Equity,EOAN GY Equity,ERICB SS Equity,FBK IM Equity,FP FP Equity,FRE GY Equity,G IM Equity,G24 GY Equity,GJF NO Equity,GLE FP Equity,GTO NA Equity,HELN SE Equity,HEXAB SS Equity,HNR1 GY Equity,HSBA LN Equity,HSX LN Equity,IBE SQ Equity,IFX GY Equity,ILD FP Equity,ING FP Equity,INGA NA Equity,ISP IM Equity,ITX SQ Equity,JYSK DC Equity,KBC BB Equity,KN FP Equity,KOMB CK Equity,LGEN LN Equity,LLOY LN Equity,LOGN SE Equity,MAP SQ Equity,MB IM Equity,MC FP Equity,MCRO LN Equity,MTRO LN Equity,MUV2 GY Equity,NDA SS Equity,NN NA Equity,NOKIA FH Equity,OMU LN Equity,OR FP Equity,ORA FP Equity,PHIA NA Equity,PHNX LN Equity,PRU LN Equity,PST IM Equity,RBI AV Equity,RBS LN Equity,RSA LN Equity,SAB SQ Equity,SAF FP Equity,SAMPO FH Equity,SAN FP Equity,SAN SQ Equity,SAP GY Equity,SCR FP Equity,SEBA SS Equity,SGE LN Equity,SGO FP Equity,SHBA SS Equity,SIE GY Equity,SIM DC Equity,SLHN SE Equity,SOP FP Equity,SOW GY Equity,SREN SE Equity,STAN LN Equity,STB NO Equity,STJ LN Equity,STM IM Equity,SU FP Equity,SWEDA SS Equity,SYDB DC Equity,TEF SQ Equity,TEMN SE Equity,TRYG DC Equity,UBI IM Equity,UBSG SE Equity,UCG IM Equity,UNA NA Equity,URW NA Equity,UTDI GY Equity,VIV FP Equity,VOW3 GY Equity,WAF GY Equity,ZURN SE Equity
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
85.23,22.41,11.715,20.575,1909,190.55,5.282,43.93,108.3,4.852,100.04,12.9,174.24,79.56,49.29,175.95,34.9,88,121.45,511.2,58.54,144.4,2.617,191.56,82.88,98.66,6.009,0.266,25.2,583.5,6.91,3.305,8.46,79.5,63.96,53.49,4.763,3.639,113.2,1490,8.377,78.55,19.39,30.92,21.29,15.17,324.4,57.15,205.9,9.347,82.58,347.5,157.35,28.75,121.55,13.46,35.06,120,4.725,13.04,15.504,9.027,68.48,9.56,52.22,69.86,14.4,46.08,129.5,36.065,50.04,563,501.8,107.5,714.4,1524,6.486,22.81,138.1,74.06,12.524,2.5535,29.66,341.8,65.86,6.072,913.5,268.5,61.37,43.54,2.579,8.326,286.9,1335,3262,178.3,84.94,35.78,5.058,160,209.5,14.425,36.14,778,1806.5,7.292,27.26,258.8,671.2,1.402,99.44,41.16,68.65,4.6795,100.7,31.7,81.52,630.6,38.86,96.58,115.36,534.5,342.5,177.9,40.2,86.06,705.7,67.12,1174,19.845,71.64,187.85,216.2,7.405,149.1,150.9,3.311,15.31,14.39,47.67,188.85,55.96,21.46,147.9,125.15,294.9
